Asset No	Capitalized On	Asset Description	S/N	Barcode Name
431309-0	30/09/2021	Scissor Lift Table 800 Kg (3)	21031116107	431309-0 / Scissor Lift Table 800 Kg (3)
431310-0	30/09/2021	Scissor Lift Table 800 Kg (4)	2103116106	431310-0 / Scissor Lift Table 800 Kg (4)
431311-0	30/09/2021	Profibus Troubleshooting 	2034419228	431311-0 / Profibus Troubleshooting 
431312-0	30/09/2021	B-Save Base Plate Welding Vise Bench (1)	-	431312-0 / B-Save Base Plate Welding Vise Bench (1)
431313-0	30/09/2021	B-Save Base Plate Welding Vise Bench (2)	-	431313-0 / B-Save Base Plate Welding Vise Bench (2)
431314-0	30/09/2021	B-Save Base Plate Welding Vise Bench (3)	-	431314-0 / B-Save Base Plate Welding Vise Bench (3)
431315-0	30/09/2021	B-Save Base Plate Welding Vise Bench (4)	-	431315-0 / B-Save Base Plate Welding Vise Bench (4)
431316-0	30/09/2021	B-Save Base Plate Welding Vise Bench (5)	-	431316-0 / B-Save Base Plate Welding Vise Bench (5)
431317-0	30/09/2021	B-Save Base Plate Welding No Bench (1)	-	431317-0 / B-Save Base Plate Welding No Bench (1)
431318-0	30/09/2021	B-Save Base Plate Welding No Bench (2)	-	431318-0 / B-Save Base Plate Welding No Bench (2)
431319-0	30/09/2021	B-Save Base Plate Welding No Bench (3)	-	431319-0 / B-Save Base Plate Welding No Bench (3)
431320-0	30/09/2021	B-Save Base Plate Welding No Bench (4)	-	431320-0 / B-Save Base Plate Welding No Bench (4)
431321-0	30/09/2021	B-Save Base Plate Welding No Bench (5)	-	431321-0 / B-Save Base Plate Welding No Bench (5)
431322-0	30/09/2021	Plain Trolley Kito 1000KG (1)	TS2-692079/000003	431322-0 / Plain Trolley Kito 1000KG (1)
431323-0	30/09/2021	Plain Trolley Kito 1000KG (2)	TS2-692079/000002	431323-0 / Plain Trolley Kito 1000KG (2)
431324-0	30/09/2021	Plain Trolley Kito 1000KG (3)	TS2-692079/000015	431324-0 / Plain Trolley Kito 1000KG (3)
431325-0	30/09/2021	Plain Trolley Kito 1000KG (4)	TS2-692079/000014	431325-0 / Plain Trolley Kito 1000KG (4)
431326-0	30/09/2021	Plain Trolley Kito 1000KG (5)	TS2-692079/000016	431326-0 / Plain Trolley Kito 1000KG (5)
431327-0	30/09/2021	Shaft Alignment SKF TKSA 71 	2016-0255/2016-0250	431327-0 / Shaft Alignment SKF TKSA 71 
431328-0	30/09/2021	Bearing Heater SKF TIH 030M/230V 	20.49.035	431328-0 / Bearing Heater SKF TIH 030M/230V 
431329-0	30/09/2021	Belt Pulley Alignment SKF TKBA 40 	2020038	431329-0 / Belt Pulley Alignment SKF TKBA 40 
431330-0	30/09/2021	Hydraulic Hand Pump with Puller 30 Ton (1)	-	431330-0 / Hydraulic Hand Pump with Puller 30 Ton (1)
431331-0	30/09/2021	Hydraulic Hand Pump with Puller 30 Ton (2)	-	431331-0 / Hydraulic Hand Pump with Puller 30 Ton (2)
431332-0	30/09/2021	Air Belt Sander 10MM (1)	C01783-2020	431332-0 / Air Belt Sander 10MM (1)
431333-0	30/09/2021	Air Belt Sander 10MM (2)	-	431333-0 / Air Belt Sander 10MM (2)
431334-0	30/09/2021	Air Belt Sander 10MM (3)	-	431334-0 / Air Belt Sander 10MM (3)
431335-0	30/09/2021	Air Belt Sander 10MM (4)	-	431335-0 / Air Belt Sander 10MM (4)
431336-0	30/09/2021	Air Belt Sander 10MM (5)	-	431336-0 / Air Belt Sander 10MM (5)
431337-0	30/09/2021	Air Belt Sander 20MM (6)	-	431337-0 / Air Belt Sander 20MM (6)
431338-0	30/09/2021	Air Belt Sander 20MM (7)	C00652-2020	431338-0 / Air Belt Sander 20MM (7)
431339-0	30/09/2021	Air Belt Sander 20MM (8)	C01426-2020	431339-0 / Air Belt Sander 20MM (8)
431340-0	30/09/2021	Thickness Gage 0.05-1.0 mm (1)	-	431340-0 / Thickness Gage 0.05-1.0 mm (1)
431341-0	30/09/2021	Thickness Gage 0.05-1.0 mm (2)	-	431341-0 / Thickness Gage 0.05-1.0 mm (2)
431342-0	30/09/2021	Thickness Gage 0.05-1.0 mm (3)	-	431342-0 / Thickness Gage 0.05-1.0 mm (3)
431343-0	30/09/2021	Thickness Gage 0.05-1.0 mm (4)	-	431343-0 / Thickness Gage 0.05-1.0 mm (4)
431344-0	30/09/2021	Torque Wrench QSP50N3 (1)	189895K	431344-0 / Torque Wrench QSP50N3 (1)
431345-0	30/09/2021	Torque Wrench QSP50N3 (2)	033403L	431345-0 / Torque Wrench QSP50N3 (2)
431346-0	30/09/2021	Torque Wrench QSP50N3 (3)	088894M	431346-0 / Torque Wrench QSP50N3 (3)
431347-0	30/09/2021	Torque Wrench QSP25N3 (1)	186586K	431347-0 / Torque Wrench QSP25N3 (1)
431348-0	30/09/2021	Torque Wrench QSP25N3 (2)	155190K	431348-0 / Torque Wrench QSP25N3 (2)
431349-0	30/09/2021	Magnetic V Block 190KGF Insize 6889-33 (1)	2912200101	431349-0 / Magnetic V Block 190KGF Insize 6889-33 (1)
431350-0	30/09/2021	Magnetic V Block 190KGF Insize 6889-33 (2)	2912200102	431350-0 / Magnetic V Block 190KGF Insize 6889-33 (2)
431351-0	30/09/2021	Magnetic V Block 190KGF Insize 6889-33 (3)	2912200104	431351-0 / Magnetic V Block 190KGF Insize 6889-33 (3)
431352-0	30/09/2021	Magnetic V Block 190KGF Insize 6889-33 (4)	2912200105	431352-0 / Magnetic V Block 190KGF Insize 6889-33 (4)
431353-0	30/09/2021	Drill Bit Sharpener 	2021052215	431353-0 / Drill Bit Sharpener 
431354-0	30/09/2021	Height Gauge VHK-30 (1)	2001614	431354-0 / Height Gauge VHK-30 (1)
431355-0	30/09/2021	Height Gauge VHK-30 (2)	2001616	431355-0 / Height Gauge VHK-30 (2)
431356-0	30/09/2021	Height Gauge VHK-30 (3)	2001639	431356-0 / Height Gauge VHK-30 (3)
431357-0	30/09/2021	Height Gauge VHK-30 (4)	2001654	431357-0 / Height Gauge VHK-30 (4)
431358-0	30/09/2021	Height Gauge VHK-30 (5)	2001620	431358-0 / Height Gauge VHK-30 (5)
431359-0	30/09/2021	Flush Gauge GDG-F S1 (1)	GF030016	431359-0 / Flush Gauge GDG-F S1 (1)
431360-0	30/09/2021	Flush Gauge GDG-F S1 (2)	GF030225	431360-0 / Flush Gauge GDG-F S1 (2)
431361-0	30/09/2021	Flush Gauge GDG-F S1 (3)	GF030223	431361-0 / Flush Gauge GDG-F S1 (3)
431362-0	30/09/2021	Flush Gauge GDG-F S1 (4)	GF030022	431362-0 / Flush Gauge GDG-F S1 (4)
431363-0	30/09/2021	Flush Gauge GDG-F S1 (5)	-	431363-0 / Flush Gauge GDG-F S1 (5)
431364-0	30/09/2021	Digital Torque Wrench Tohnichi CEM50N3X12D (1)	700572M	431364-0 / Digital Torque Wrench Tohnichi CEM50N3X12D (1)
431365-0	30/09/2021	Digital Torque Wrench Tohnichi CEM50N3X12D (2)	700574M	431365-0 / Digital Torque Wrench Tohnichi CEM50N3X12D (2)
431366-0	30/09/2021	Digital Torque Wrench Tohnichi CEM50N3X12D (3)	700576M	431366-0 / Digital Torque Wrench Tohnichi CEM50N3X12D (3)
431367-0	30/09/2021	Trolley Wire Feeder CO2 (1)	-	431367-0 / Trolley Wire Feeder CO2 (1)
431368-0	30/09/2021	Trolley Wire Feeder CO2 (2)	-	431368-0 / Trolley Wire Feeder CO2 (2)
431369-0	30/09/2021	Disc Sander Dynabrade 52635 (1)	GD23258	431369-0 / Disc Sander Dynabrade 52635 (1)
431370-0	30/09/2021	Disc Sander Dynabrade 52635 (2)	GD23262	431370-0 / Disc Sander Dynabrade 52635 (2)
431371-0	30/09/2021	Disc Sander Dynabrade 52635 (3)	GD23259	431371-0 / Disc Sander Dynabrade 52635 (3)
431372-0	30/09/2021	Disc Sander Dynabrade 52635 (4)	GD23261	431372-0 / Disc Sander Dynabrade 52635 (4)
431373-0	30/09/2021	Disc Sander Dynabrade 52635 (5)	GD23264	431373-0 / Disc Sander Dynabrade 52635 (5)
431374-0	30/09/2021	Disc Sander Dynabrade 52635 (6)	GD23251	431374-0 / Disc Sander Dynabrade 52635 (6)
431375-0	30/09/2021	Disc Sander Dynabrade 52635 (7)	GD23253	431375-0 / Disc Sander Dynabrade 52635 (7)
431376-0	30/09/2021	Disc Sander Dynabrade 52635 (8)	GD23263	431376-0 / Disc Sander Dynabrade 52635 (8)
431377-0	30/09/2021	Disc Sander Dynabrade 52635 (9)	GD23255	431377-0 / Disc Sander Dynabrade 52635 (9)
431378-0	30/09/2021	Disc Sander Dynabrade 52635 (10)	GD23260	431378-0 / Disc Sander Dynabrade 52635 (10)
431379-0	30/09/2021	Disc Sander Dynabrade 52635 (11)	GD23267	431379-0 / Disc Sander Dynabrade 52635 (11)
431380-0	30/09/2021	Disc Sander Dynabrade 52635 (12)	GD23266	431380-0 / Disc Sander Dynabrade 52635 (12)
431381-0	30/09/2021	Disc Sander Dynabrade 52635 (13)	GD23252	431381-0 / Disc Sander Dynabrade 52635 (13)
431382-0	30/09/2021	Disc Sander Dynabrade 52635 (14)	GD23254	431382-0 / Disc Sander Dynabrade 52635 (14)
431383-0	30/09/2021	Disc Sander Dynabrade 52635 (15)	GD23269	431383-0 / Disc Sander Dynabrade 52635 (15)
431384-0	30/09/2021	Disc Sander Dynabrade 52635 (16)	GD23268	431384-0 / Disc Sander Dynabrade 52635 (16)
431385-0	30/09/2021	Disc Sander Dynabrade 52635 (17)	GD23270	431385-0 / Disc Sander Dynabrade 52635 (17)
431386-0	30/09/2021	Disc Sander Dynabrade 52635 (18)	GD23265	431386-0 / Disc Sander Dynabrade 52635 (18)
431387-0	30/09/2021	Disc Sander Dynabrade 52635 (19)	GD23257	431387-0 / Disc Sander Dynabrade 52635 (19)
431388-0	30/09/2021	Disc Sander Dynabrade 52635 (20)	GD23256	431388-0 / Disc Sander Dynabrade 52635 (20)
431389-0	30/09/2021	Mini Sander Dynabrade DS 32 (1)	EA16008	431389-0 / Mini Sander Dynabrade DS 32 (1)
431390-0	30/09/2021	Mini Sander Dynabrade DS 32 (2)	EA16023	431390-0 / Mini Sander Dynabrade DS 32 (2)
431391-0	30/09/2021	Mini Sander Dynabrade DS 32 (3)	EA16024	431391-0 / Mini Sander Dynabrade DS 32 (3)
431392-0	30/09/2021	Mini Sander Dynabrade DS 32 (4)	EA16018	431392-0 / Mini Sander Dynabrade DS 32 (4)
431393-0	30/09/2021	Mini Sander Dynabrade DS 32 (5)	EA16025	431393-0 / Mini Sander Dynabrade DS 32 (5)
431394-0	30/09/2021	Mini Sander Dynabrade DS 32 (6)	EA16021	431394-0 / Mini Sander Dynabrade DS 32 (6)
431395-0	30/09/2021	Mini Sander Dynabrade DS 32 (7)	EA16010	431395-0 / Mini Sander Dynabrade DS 32 (7)
431396-0	30/09/2021	Mini Sander Dynabrade DS 32 (8)	EA16017	431396-0 / Mini Sander Dynabrade DS 32 (8)
431397-0	30/09/2021	Mini Sander Dynabrade DS 32 (9)	EA16013	431397-0 / Mini Sander Dynabrade DS 32 (9)
431398-0	30/09/2021	Mini Sander Dynabrade DS 32 (10)	EA16011	431398-0 / Mini Sander Dynabrade DS 32 (10)
431399-0	30/09/2021	Mini Sander Dynabrade DS 32 (11)	EA15981	431399-0 / Mini Sander Dynabrade DS 32 (11)
431400-0	30/09/2021	Mini Sander Dynabrade DS 32 (12)	EA15980	431400-0 / Mini Sander Dynabrade DS 32 (12)
431401-0	30/09/2021	Mini Sander Dynabrade DS 32 (13)	EA15978	431401-0 / Mini Sander Dynabrade DS 32 (13)
431402-0	30/09/2021	Mini Sander Dynabrade DS 32 (14)	EA16022	431402-0 / Mini Sander Dynabrade DS 32 (14)
431403-0	30/09/2021	Mini Sander Dynabrade DS 32 (15)	EA16026	431403-0 / Mini Sander Dynabrade DS 32 (15)
431404-0	30/09/2021	Mini Sander Dynabrade DS 32 (16)	EA16014	431404-0 / Mini Sander Dynabrade DS 32 (16)
431405-0	30/09/2021	Mini Sander Dynabrade DS 32 (17)	EA16027	431405-0 / Mini Sander Dynabrade DS 32 (17)
431406-0	30/09/2021	Mini Sander Dynabrade DS 32 (18)	EA16015	431406-0 / Mini Sander Dynabrade DS 32 (18)
431407-0	30/09/2021	Mini Sander Dynabrade DS 32 (19)	EA16034	431407-0 / Mini Sander Dynabrade DS 32 (19)
431408-0	30/09/2021	Mini Sander Dynabrade DS 32 (20)	EA15979	431408-0 / Mini Sander Dynabrade DS 32 (20)
431409-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (1)	GB12693B	431409-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (1)
431410-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (2)	GB12706B	431410-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (2)
431411-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (3)	GD16716B	431411-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (3)
431412-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (4)	GB12698B	431412-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (4)
431413-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (5)	GB12697B	431413-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (5)
431414-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (6)	GB12710B	431414-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (6)
431415-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (7)	GB12698B	431415-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (7)
431416-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (8)	GB12704B	431416-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (8)
431417-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (9)	GB12708B	431417-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (9)
431418-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (10)	GB12692B	431418-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (10)
431419-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (11)	GB12709B	431419-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (11)
431420-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (12)	GB12695B	431420-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (12)
431421-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (13)	GB12699B	431421-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (13)
431422-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (14)	GB12701B	431422-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (14)
431423-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (15)	GB12705B	431423-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (15)
431424-0	30/09/2021	Pneumatic Orbital Sander Dynabrade 56818 5" (16)	GB12694B	431424-0 / Pneumatic Orbital Sander Dynabrade 56818 5" (16)
431425-0	30/09/2021	33 Inch Utility Trolley 95108A (1)	-	431425-0 / 33 Inch Utility Trolley 95108A (1)
431426-0	30/09/2021	33 Inch Utility Trolley 95108A (2)	-	431426-0 / 33 Inch Utility Trolley 95108A (2)
431427-0	30/09/2021	33 Inch Utility Trolley 95108A (3)	-	431427-0 / 33 Inch Utility Trolley 95108A (3)
431428-0	30/09/2021	33 Inch Utility Trolley 95108A (4)	-	431428-0 / 33 Inch Utility Trolley 95108A (4)
431429-0	30/09/2021	33 Inch Utility Trolley 95108A (5)	-	431429-0 / 33 Inch Utility Trolley 95108A (5)
431430-0	30/09/2021	33 Inch Utility Trolley 95108A (6)	-	431430-0 / 33 Inch Utility Trolley 95108A (6)
431431-0	30/09/2021	Bosch GCC 220 Meral Cut-off Grinder 	K3620-L-003303	431431-0 / Bosch GCC 220 Meral Cut-off Grinder 
431432-0	30/09/2021	Digital Scale AW-15X 	F210113060	431432-0 / Digital Scale AW-15X 
431433-0	30/09/2021	Platform Scale PS-300C	19853320	431433-0 / Platform Scale PS-300C
431434-0	30/09/2021	Tool Set with tool cabinet (1)	-	431434-0 / Tool Set with tool cabinet (1)
431435-0	30/09/2021	Tool Set with tool cabinet (2)	-	431435-0 / Tool Set with tool cabinet (2)
431436-0	30/09/2021	Tool Set with tool cabinet (3)	-	431436-0 / Tool Set with tool cabinet (3)
431437-0	30/09/2021	Tool Set with tool cabinet (4)	-	431437-0 / Tool Set with tool cabinet (4)
431438-0	30/09/2021	Tool Set with tool cabinet (5)	-	431438-0 / Tool Set with tool cabinet (5)
431439-0	30/09/2021	Tool Set with tool cabinet (6)	-	431439-0 / Tool Set with tool cabinet (6)
431440-0	30/09/2021	Tool Set with tool cabinet (7)	-	431440-0 / Tool Set with tool cabinet (7)
431441-0	30/09/2021	Tool Set with tool cabinet (8)	-	431441-0 / Tool Set with tool cabinet (8)
431442-0	30/09/2021	Tool Set with tool cabinet (9)	-	431442-0 / Tool Set with tool cabinet (9)
431443-0	30/09/2021	Tool Set with tool cabinet (10)	-	431443-0 / Tool Set with tool cabinet (10)
431444-0	30/09/2021	Welding Current Meter SP-3290 (1)	1B0050	431444-0 / Welding Current Meter SP-3290 (1)
431445-0	30/09/2021	Welding Current Meter SP-3290 (2)	1B0049	431445-0 / Welding Current Meter SP-3290 (2)
431446-0	30/09/2021	Welding Current Meter SP-3290 (3)	1B0051	431446-0 / Welding Current Meter SP-3290 (3)
431447-0	30/09/2021	Welding Force Gauge SP-255 (1)	1B5238	431447-0 / Welding Force Gauge SP-255 (1)
431448-0	30/09/2021	Welding Force Gauge SP-255 (2)	1B5239	431448-0 / Welding Force Gauge SP-255 (2)
431449-0	30/09/2021	Welding Force Gauge SP-255 (3)	1B5237	431449-0 / Welding Force Gauge SP-255 (3)
431450-0	30/09/2021	Vacuum Wet & Dry Attix (1)	-	431450-0 / Vacuum Wet & Dry Attix (1)
431451-0	30/09/2021	Vacuum Wet & Dry Attix (2)	-	431451-0 / Vacuum Wet & Dry Attix (2)
431452-0	30/09/2021	Vacuum Wet & Dry Attix (3)	-	431452-0 / Vacuum Wet & Dry Attix (3)
431453-0	30/09/2021	Vacuum Wet & Dry Attix (4)	-	431453-0 / Vacuum Wet & Dry Attix (4)
431454-0	30/09/2021	Vacuum Wet & Dry Attix (5)	-	431454-0 / Vacuum Wet & Dry Attix (5)
431455-0	30/09/2021	Ladder Step Heavy Duty 3.0M (1)	-	431455-0 / Ladder Step Heavy Duty 3.0M (1)
431456-0	30/09/2021	Ladder Step Heavy Duty 3.0M (2)	-	431456-0 / Ladder Step Heavy Duty 3.0M (2)
431457-0	30/09/2021	Manual Pop Nut M3-M6 	-	431457-0 / Manual Pop Nut M3-M6 
431458-0	30/09/2021	Pop Nut Tool M4-M8 	-	431458-0 / Pop Nut Tool M4-M8 
431459-0	30/09/2021	Pneumatic Rivet Tool (1)	21/00315	431459-0 / Pneumatic Rivet Tool (1)
431460-0	30/09/2021	Pneumatic Rivet Tool (2)	21/00308	431460-0 / Pneumatic Rivet Tool (2)
431461-0	30/09/2021	Pneumatic Rivet Tool (3)	21/00314	431461-0 / Pneumatic Rivet Tool (3)
431462-0	30/09/2021	Removing Jig (1)	-	431462-0 / Removing Jig (1)
431463-0	30/09/2021	Removing Jig (2)	-	431463-0 / Removing Jig (2)
431464-0	30/09/2021	Spot Dent Puller 380V (1)	-	431464-0 / Spot Dent Puller 380V (1)
431465-0	30/09/2021	Spot Dent Puller 380V (2)	-	431465-0 / Spot Dent Puller 380V (2)
431466-0	30/09/2021	Spot Dent Puller 380V (3)	-	431466-0 / Spot Dent Puller 380V (3)
431467-0	30/09/2021	Battery Impact Wrench Square (1)	1381E	431467-0 / Battery Impact Wrench Square (1)
431468-0	30/09/2021	Battery Impact Wrench Square (2)	1380E	431468-0 / Battery Impact Wrench Square (2)
431469-0	30/09/2021	Battery Impact Wrench Square (3)	1379E	431469-0 / Battery Impact Wrench Square (3)
431470-0	30/09/2021	Battery Impact Wrench Hex (1)	1425E	431470-0 / Battery Impact Wrench Hex (1)
431471-0	30/09/2021	Battery Impact Wrench Hex (2)	1426E	431471-0 / Battery Impact Wrench Hex (2)
431472-0	30/09/2021	Vernier Caliper DT-150 (1)	GE0700737	431472-0 / Vernier Caliper DT-150 (1)
431473-0	30/09/2021	Vernier Caliper DT-150 (2)	GE0700957	431473-0 / Vernier Caliper DT-150 (2)
431474-0	30/09/2021	Vernier Caliper DT-150 (3)	GE0700606	431474-0 / Vernier Caliper DT-150 (3)
431475-0	30/09/2021	Vernier Caliper DT-150 (4)	GF0800637	431475-0 / Vernier Caliper DT-150 (4)
431476-0	30/09/2021	Vernier Caliper DT-150 (5)	GE0700957	431476-0 / Vernier Caliper DT-150 (5)
431477-0	30/09/2021	Digital Torque Analyzer LC200N3-G 	7055 04J	431477-0 / Digital Torque Analyzer LC200N3-G 
431478-0	30/09/2021	Portable Fume Dust Collector ECO 1 (H13) 	1908.201 39	431478-0 / Portable Fume Dust Collector ECO 1 (H13) 
431479-0	30/09/2021	Emmerich All New Master Volt (1)	MT30K1911009	431479-0 / Emmerich All New Master Volt (1)
431480-0	30/09/2021	Emmerich All New Master Volt (2)	MT30K1911007	431480-0 / Emmerich All New Master Volt (2)
431481-0	30/09/2021	Emmerich All New Master Volt (3)	MT30K1911008	431481-0 / Emmerich All New Master Volt (3)
431482-0	30/09/2021	Emmerich All New Master Volt (4)	MT30K1911005	431482-0 / Emmerich All New Master Volt (4)
431483-0	30/09/2021	Emmerich All New Master Volt (5)	MT30K1911012	431483-0 / Emmerich All New Master Volt (5)
431484-0	30/09/2021	Emmerich All New Master Volt (6)	MT30K1911014	431484-0 / Emmerich All New Master Volt (6)
431485-0	30/09/2021	Emmerich All New Master Volt (7)	MT30K1911003	431485-0 / Emmerich All New Master Volt (7)
431486-0	30/09/2021	Emmerich All New Master Volt (8)	MT30K1911010	431486-0 / Emmerich All New Master Volt (8)
431487-0	30/09/2021	Emmerich All New Master Volt (9)	MT30K1911013	431487-0 / Emmerich All New Master Volt (9)
431488-0	30/09/2021	Emmerich All New Master Volt (10)	MT30K1911011	431488-0 / Emmerich All New Master Volt (10)
431489-0	30/09/2021	Emmerich All New Master Volt (11)	MT30K1911004	431489-0 / Emmerich All New Master Volt (11)
431490-0	30/09/2021	Emmerich All New Master Volt (12)	MT30K1911002	431490-0 / Emmerich All New Master Volt (12)
431491-0	30/09/2021	Emmerich All New Master Volt (13)	MT30K1911001	431491-0 / Emmerich All New Master Volt (13)
431492-0	30/09/2021	Emmerich All New Master Volt (14)	MT30K1911006	431492-0 / Emmerich All New Master Volt (14)
431493-0	30/09/2021	Hand Pallet Dalton (1)	240476	431493-0 / Hand Pallet Dalton (1)
431494-0	30/09/2021	Hand Pallet Dalton (2)	240470	431494-0 / Hand Pallet Dalton (2)
431495-0	30/09/2021	Hand Stacker Dalton (1)	202100	431495-0 / Hand Stacker Dalton (1)
431496-0	30/09/2021	Platform Hand Truck 700 KG Steel (1)	10100181	431496-0 / Platform Hand Truck 700 KG Steel (1)
431497-0	30/09/2021	Platform Hand Truck 700 KG Steel (2)	10100181	431497-0 / Platform Hand Truck 700 KG Steel (2)
431498-0	30/09/2021	Drum Loader 300Kg 	050087-0010-1020	431498-0 / Drum Loader 300Kg 
431499-0	30/09/2021	Material Air Hose Reels & Regulator 	-	431499-0 / Material Air Hose Reels & Regulator 
431500-0		Assy Electric tools controller (1)	-	431500-0 / Assy Electric tools controller (1)
431501-0		Assy Electric tools controller (2)	-	431501-0 / Assy Electric tools controller (2)
431502-0		Assy Electric tools controller (3)	-	431502-0 / Assy Electric tools controller (3)
431503-0		Assy Electric tools controller (4)	-	431503-0 / Assy Electric tools controller (4)
431504-0		Assy Electric tools controller (5)	-	431504-0 / Assy Electric tools controller (5)
431505-0		Assy Electric tools controller (6)	-	431505-0 / Assy Electric tools controller (6)
431506-0		Assy Electric tools controller (7)	-	431506-0 / Assy Electric tools controller (7)
431507-0		Assy Electric tools controller (8)	-	431507-0 / Assy Electric tools controller (8)
431508-0		Assy Electric tools controller (9)	-	431508-0 / Assy Electric tools controller (9)
431509-0		Assy Electric tools controller (10)	-	431509-0 / Assy Electric tools controller (10)
431510-0		Assy Electric tools controller (11)	-	431510-0 / Assy Electric tools controller (11)
431511-0		Assy Electric tools controller (12)	-	431511-0 / Assy Electric tools controller (12)
431512-0		Assy Electric tools controller (13)	-	431512-0 / Assy Electric tools controller (13)
431513-0		Assy Electric tools controller (14)	-	431513-0 / Assy Electric tools controller (14)
431514-0		Assy Electric tools controller (15)	-	431514-0 / Assy Electric tools controller (15)
431515-0		Assy Electric tools controller (16)	-	431515-0 / Assy Electric tools controller (16)
431516-0		Assy Electric tools controller (17)	-	431516-0 / Assy Electric tools controller (17)
431517-0		Assy Electric tools controller (18)	-	431517-0 / Assy Electric tools controller (18)
431518-0		Assy Electric tools controller (19)	-	431518-0 / Assy Electric tools controller (19)
431519-0		Assy Electric tools controller (20)	-	431519-0 / Assy Electric tools controller (20)
